layer,rank,theta,score
11,4,0.3,0.0424188940294572
11,4,0.6,0.033404887885656986
11,4,1,-2.220446049250313e-16
11,8,0.3,0.03966139044982664
11,8,0.6,0.02829634976896611
11,8,1,-2.220446049250313e-16
11,16,0.3,0.024651832889628356
11,16,0.6,0.02402595254516182
11,16,1,-2.220446049250313e-16
11,32,0.3,0.04320101347730554
11,32,0.6,0.03865265702908505
11,32,1,-2.220446049250313e-16
11,64,0.3,0.04274043945967221
11,64,0.6,0.041807697407875155
11,64,1,-2.220446049250313e-16
